question_id,image_id,question_type,question,wording_pattern,canonical_target,ground_truth,prediction,confidence,confidence_range,count_bucket,model_used,fallback_used,endpoint_error
28917,289,count,What is the amount of roads?,amount-of,road,23,69,0.04889148101210594,0.00-0.49,21-50,RSVQA Specialist v1,False,
28921,289,count,What is the number of forests?,number-of,forest,28,5,0.0742686539888382,0.00-0.49,21-50,RSVQA Specialist v1,False,
28923,289,count,What is the amount of commercial buildings?,amount-of,building,6,1,0.5664449334144592,0.50-0.74,6-10,RSVQA Specialist v1,False,
28929,289,count,What is the number of buildings in the image?,number-of,building,60,159,0.04968784749507904,0.00-0.49,51-100,RSVQA Specialist v1,False,
28930,289,count,What is the number of water areas?,number-of,water,8,10,0.12314190715551376,0.00-0.49,6-10,RSVQA Specialist v1,False,
28932,289,count,What is the amount of square commercial buildings?,amount-of,building,1,0,0.9966166615486145,0.90-1.00,1,RSVQA Specialist v1,False,
28934,289,count,What is the amount of buildings next to a  road?,amount-of,building,60,44,0.08392578363418579,0.00-0.49,51-100,RSVQA Specialist v1,False,
28936,289,count,What is the number of grass areas?,number-of,grassland,22,32,0.06546016037464142,0.00-0.49,21-50,RSVQA Specialist v1,False,
28937,289,count,How many square buildings are there?,how-many,building,6,0,0.8462206125259399,0.75-0.89,6-10,RSVQA Specialist v1,False,
28948,289,presence,Is there a medium commercial building?,is-there,building,yes,no,0.8652281165122986,0.75-0.89,n/a,RSVQA Specialist v1,False,
28949,289,count,What is the number of rectangular buildings?,number-of,building,37,28,0.07411754131317139,0.00-0.49,21-50,RSVQA Specialist v1,False,
28952,289,count,What is the number of roads on the left of a  residential building?,number-of,road,18,26,0.07429037988185883,0.00-0.49,11-20,RSVQA Specialist v1,False,
28953,289,count,What is the number of circular water areas?,number-of,water,1,0,0.8971386551856995,0.75-0.89,1,RSVQA Specialist v1,False,
28956,289,presence,Is there a circular building?,is-there,building,yes,no,0.8588067293167114,0.75-0.89,n/a,RSVQA Specialist v1,False,
28957,289,count,How many rectangular commercial buildings are there?,how-many,building,4,0,0.4887528717517853,0.00-0.49,2-5,RSVQA Specialist v1,False,
28958,289,count,How many buildings on the left of a  road are there?,how-many,building,59,44,0.12929314374923706,0.00-0.49,51-100,RSVQA Specialist v1,False,
28960,289,comp,Are there more roads than forests?,more-than,road vs forest,no,yes,0.813119649887085,0.75-0.89,n/a,RSVQA Specialist v1,False,
28961,289,count,What is the amount of commercial buildings on the left of a  water area?,amount-of,building,6,0,0.4009559452533722,0.00-0.49,6-10,RSVQA Specialist v1,False,
28965,289,count,How many small roads are there?,how-many,road,23,48,0.05449476093053818,0.00-0.49,21-50,RSVQA Specialist v1,False,
28970,289,count,What is the amount of small water areas?,amount-of,water,2,0,0.5042041540145874,0.50-0.74,2-5,RSVQA Specialist v1,False,
28972,289,count,What is the number of residential buildings next to a  forest?,number-of,building,54,32,0.06609880924224854,0.00-0.49,51-100,RSVQA Specialist v1,False,
28974,289,comp,Are there less roads than forests?,less-than,road vs forest,yes,no,0.6633744835853577,0.50-0.74,n/a,RSVQA Specialist v1,False,
28979,289,count,What is the number of water areas at the top of a  forest?,number-of,water,5,3,0.1559702306985855,0.00-0.49,2-5,RSVQA Specialist v1,False,
28982,289,count,How many circular commercial buildings are there?,how-many,building,1,0,0.995624840259552,0.90-1.00,1,RSVQA Specialist v1,False,
28984,289,presence,Is there a square residential building?,is-there,building,yes,no,0.7442436814308167,0.50-0.74,n/a,RSVQA Specialist v1,False,
28989,289,count,What is the amount of small residential buildings?,amount-of,building,51,26,0.06900658458471298,0.00-0.49,51-100,RSVQA Specialist v1,False,
28994,289,count,What is the amount of roads on the right of a  large farmland?,amount-of,road,20,47,0.04197915643453598,0.00-0.49,11-20,RSVQA Specialist v1,False,
28995,289,count,What is the amount of square water areas?,amount-of,water,1,0,0.9832378625869751,0.90-1.00,1,RSVQA Specialist v1,False,
28999,289,presence,Is there a circular commercial building?,is-there,building,yes,no,0.9970157146453857,0.90-1.00,n/a,RSVQA Specialist v1,False,
29008,289,presence,Is a square commercial building present?,present,building,yes,no,0.9966932535171509,0.90-1.00,n/a,RSVQA Specialist v1,False,
29009,290,rural_urban,Is it a rural or an urban area,rural-or-urban,scene,rural,urban,0.9998101592063904,0.90-1.00,n/a,RSVQA Specialist v1,False,
29011,290,count,How many circular residential buildings are there?,how-many,building,5,1,0.29176586866378784,0.00-0.49,2-5,RSVQA Specialist v1,False,
29013,290,count,How many small commercial buildings are there?,how-many,building,61,3,0.14224398136138916,0.00-0.49,51-100,RSVQA Specialist v1,False,
29014,290,count,How many commercial buildings are there?,how-many,building,91,8,0.1066695973277092,0.00-0.49,51-100,RSVQA Specialist v1,False,
29015,290,count,What is the amount of water areas?,amount-of,water,43,31,0.06901782751083374,0.00-0.49,21-50,RSVQA Specialist v1,False,
29016,290,count,How many residential buildings are there?,how-many,building,199,201+,0.9941370487213135,0.90-1.00,101-200,RSVQA Specialist v1,False,
29018,290,count,What is the number of roads?,number-of,road,122,142,0.08995877206325531,0.00-0.49,101-200,RSVQA Specialist v1,False,
29021,290,comp,Are there more grass areas than residential buildings in the image?,more-than,grassland vs building,yes,no,0.7866965532302856,0.75-0.89,n/a,RSVQA Specialist v1,False,
29022,290,count,How many buildings are there?,how-many,building,296,201+,0.9964773058891296,0.90-1.00,201+,RSVQA Specialist v1,False,
29027,290,count,How many grass areas are there?,how-many,grassland,247,201+,0.9136187434196472,0.90-1.00,201+,RSVQA Specialist v1,False,
29031,290,count,How many roads at the bottom of a  water area are there?,how-many,road,113,201+,0.06335857510566711,0.00-0.49,101-200,RSVQA Specialist v1,False,
29032,290,comp,Are there more residential buildings than grass areas?,more-than,building vs grassland,no,yes,0.9960039258003235,0.90-1.00,n/a,RSVQA Specialist v1,False,
29035,290,count,What is the number of large water areas?,number-of,water,13,5,0.13707652688026428,0.00-0.49,11-20,RSVQA Specialist v1,False,
29038,290,count,What is the number of large residential buildings?,number-of,building,1,0,0.8618955612182617,0.75-0.89,1,RSVQA Specialist v1,False,
29040,290,count,What is the amount of circular grass areas?,amount-of,grassland,1,0,0.7729862928390503,0.75-0.89,1,RSVQA Specialist v1,False,
29041,290,presence,Is there a large commercial building?,is-there,building,yes,no,0.7594578862190247,0.75-0.89,n/a,RSVQA Specialist v1,False,
29042,290,count,How many square buildings are there?,how-many,building,5,1,0.2616199851036072,0.00-0.49,2-5,RSVQA Specialist v1,False,
29050,290,comp,Are there more grass areas than roads?,more-than,grassland vs road,yes,no,0.5206048488616943,0.50-0.74,n/a,RSVQA Specialist v1,False,
29054,290,comp,Are there less commercial buildings than forests?,less-than,building vs forest,no,yes,0.9675900340080261,0.90-1.00,n/a,RSVQA Specialist v1,False,
29060,290,count,What is the number of farmlands?,number-of,agriculture,28,47,0.08159051090478897,0.00-0.49,21-50,RSVQA Specialist v1,False,
29064,290,count,What is the number of square residential buildings?,number-of,building,5,2,0.2363622486591339,0.00-0.49,2-5,RSVQA Specialist v1,False,
29065,290,comp,Are there more circular buildings than circular roads?,more-than,building vs road,yes,no,0.805457353591919,0.75-0.89,n/a,RSVQA Specialist v1,False,
29069,290,comp,Is the number of large residential buildings equal to the number of circular grass areas?,equal-to,building vs grassland,yes,no,0.988223671913147,0.90-1.00,n/a,RSVQA Specialist v1,False,
29075,290,count,What is the amount of parkings?,amount-of,scene,6,3,0.21537776291370392,0.00-0.49,6-10,RSVQA Specialist v1,False,
29078,290,count,How many rectangular residential buildings are there?,how-many,building,131,201+,0.9852633476257324,0.90-1.00,101-200,RSVQA Specialist v1,False,
29079,290,count,What is the number of circular water areas on the right of a  building?,number-of,water,5,0,0.31768012046813965,0.00-0.49,2-5,RSVQA Specialist v1,False,
29081,290,presence,Is there a square grass area?,is-there,grassland,yes,no,0.8525246977806091,0.75-0.89,n/a,RSVQA Specialist v1,False,
29083,290,count,What is the amount of small grass areas?,amount-of,grassland,136,28,0.05681660398840904,0.00-0.49,101-200,RSVQA Specialist v1,False,
29087,290,count,How many rectangular water areas are there?,how-many,water,9,8,0.17869170010089874,0.00-0.49,6-10,RSVQA Specialist v1,False,
29091,290,count,What is the number of square grass areas?,number-of,grassland,1,0,0.7648736238479614,0.75-0.89,1,RSVQA Specialist v1,False,
29102,290,count,What is the amount of small buildings?,amount-of,building,252,201+,0.9957231283187866,0.90-1.00,201+,RSVQA Specialist v1,False,
29104,290,comp,Are there less residential buildings than grass areas?,less-than,building vs grassland,yes,no,0.9808217883110046,0.90-1.00,n/a,RSVQA Specialist v1,False,
29106,290,count,How many small roads are there?,how-many,road,122,93,0.05998498946428299,0.00-0.49,101-200,RSVQA Specialist v1,False,
29109,290,comp,Are there less commercial buildings than circular roads next to a  small residential building?,less-than,building vs road,no,yes,0.6823563575744629,0.50-0.74,n/a,RSVQA Specialist v1,False,
29111,291,count,How many water areas are there?,how-many,water,31,10,0.14040900766849518,0.00-0.49,21-50,RSVQA Specialist v1,False,
29113,291,count,What is the number of buildings?,number-of,building,90,75,0.038069840520620346,0.00-0.49,51-100,RSVQA Specialist v1,False,
29114,291,count,What is the number of roads?,number-of,road,33,40,0.06032402068376541,0.00-0.49,21-50,RSVQA Specialist v1,False,
29116,291,count,How many grass areas are there?,how-many,grassland,39,55,0.07863140851259232,0.00-0.49,21-50,RSVQA Specialist v1,False,
29120,291,count,What is the amount of residential buildings?,amount-of,building,79,89,0.05137396976351738,0.00-0.49,51-100,RSVQA Specialist v1,False,
29127,291,count,What is the amount of forests?,amount-of,forest,41,6,0.07417292892932892,0.00-0.49,21-50,RSVQA Specialist v1,False,
29132,291,count,What is the amount of farmlands?,amount-of,agriculture,64,15,0.07128828018903732,0.00-0.49,51-100,RSVQA Specialist v1,False,
29133,291,count,What is the number of water areas at the bottom of a  road?,number-of,water,30,15,0.09484261274337769,0.00-0.49,21-50,RSVQA Specialist v1,False,
29135,291,count,How many large grass areas are there?,how-many,grassland,25,43,0.06532002985477448,0.00-0.49,21-50,RSVQA Specialist v1,False,
29137,291,count,What is the number of commercial buildings?,number-of,building,8,1,0.3767947256565094,0.00-0.49,6-10,RSVQA Specialist v1,False,
29139,291,count,What is the number of water areas next to a  residential building?,number-of,water,30,10,0.13910888135433197,0.00-0.49,21-50,RSVQA Specialist v1,False,
29140,291,count,What is the amount of commercial buildings at the top of a  road?,amount-of,building,8,0,0.4112735390663147,0.00-0.49,6-10,RSVQA Specialist v1,False,
29147,291,comp,Are there less buildings than water areas at the top of a  road?,less-than,building vs water,no,yes,0.7733798027038574,0.75-0.89,n/a,RSVQA Specialist v1,False,
29148,291,comp,Are there more roads than farmlands?,more-than,road vs agriculture,no,yes,0.9203050136566162,0.90-1.00,n/a,RSVQA Specialist v1,False,
29149,291,presence,Is there a large residential building?,is-there,building,yes,no,0.9185162782669067,0.90-1.00,n/a,RSVQA Specialist v1,False,
29167,291,count,What is the number of large forests in the image?,number-of,forest,10,6,0.1387166827917099,0.00-0.49,6-10,RSVQA Specialist v1,False,
29169,291,count,What is the amount of rectangular buildings?,amount-of,building,62,28,0.049694545567035675,0.00-0.49,51-100,RSVQA Specialist v1,False,
29174,291,count,What is the amount of small commercial buildings?,amount-of,building,7,1,0.5262643098831177,0.50-0.74,6-10,RSVQA Specialist v1,False,
29180,291,count,What is the number of roads next to a  water area?,number-of,road,33,44,0.068935826420784,0.00-0.49,21-50,RSVQA Specialist v1,False,
29188,291,count,What is the number of small residential buildings?,number-of,building,74,45,0.04169662296772003,0.00-0.49,51-100,RSVQA Specialist v1,False,
29191,291,count,What is the amount of large residential buildings?,amount-of,building,1,0,0.9647488594055176,0.90-1.00,1,RSVQA Specialist v1,False,
29192,291,count,How many water areas at the top of a  building are there?,how-many,water,27,3,0.12948116660118103,0.00-0.49,21-50,RSVQA Specialist v1,False,
29193,291,count,What is the number of small buildings?,number-of,building,84,89,0.04394044727087021,0.00-0.49,51-100,RSVQA Specialist v1,False,
29195,291,presence,Is a large building present?,present,building,yes,no,0.7531988620758057,0.75-0.89,n/a,RSVQA Specialist v1,False,
29196,291,count,How many small water areas are there?,how-many,water,14,3,0.1944088637828827,0.00-0.49,11-20,RSVQA Specialist v1,False,
29200,291,count,What is the amount of rectangular residential buildings?,amount-of,building,54,44,0.048624832183122635,0.00-0.49,51-100,RSVQA Specialist v1,False,
29202,291,count,How many medium commercial buildings are there?,how-many,building,1,0,0.9042023420333862,0.90-1.00,1,RSVQA Specialist v1,False,
29207,291,count,What is the number of large water areas?,number-of,water,12,5,0.2069990038871765,0.00-0.49,11-20,RSVQA Specialist v1,False,
29214,292,count,How many buildings are there?,how-many,building,1041,201+,0.9974253177642822,0.90-1.00,201+,RSVQA Specialist v1,False,
29215,292,count,What is the amount of grass areas?,amount-of,grassland,202,201+,0.9581184983253479,0.90-1.00,201+,RSVQA Specialist v1,False,
29218,292,count,What is the amount of water areas?,amount-of,water,50,33,0.042229920625686646,0.00-0.49,21-50,RSVQA Specialist v1,False,
29223,292,count,What is the number of commercial buildings?,number-of,building,123,14,0.06322607398033142,0.00-0.49,101-200,RSVQA Specialist v1,False,
29225,292,count,What is the number of residential buildings?,number-of,building,906,201+,0.9971442818641663,0.90-1.00,201+,RSVQA Specialist v1,False,
29227,292,count,What is the number of medium water areas?,number-of,water,10,8,0.12062881886959076,0.00-0.49,6-10,RSVQA Specialist v1,False,
29228,292,comp,Are there more commercial buildings than water areas in the image?,more-than,building vs water,yes,no,0.5646811127662659,0.50-0.74,n/a,RSVQA Specialist v1,False,
29233,292,count,What is the amount of roads?,amount-of,road,326,201+,0.8389480710029602,0.75-0.89,201+,RSVQA Specialist v1,False,
29239,292,presence,Is a large residential building present?,present,building,no,yes,0.9758436679840088,0.90-1.00,n/a,RSVQA Specialist v1,False,
29241,292,comp,Are there less grass areas than roads?,less-than,grassland vs road,yes,no,0.5194420218467712,0.50-0.74,n/a,RSVQA Specialist v1,False,
29242,292,count,How many small grass areas are there?,how-many,grassland,26,17,0.09434115886688232,0.00-0.49,21-50,RSVQA Specialist v1,False,
29243,292,count,What is the amount of circular water areas?,amount-of,water,5,0,0.1834452599287033,0.00-0.49,2-5,RSVQA Specialist v1,False,
29262,292,count,What is the number of forests?,number-of,forest,25,14,0.09749484062194824,0.00-0.49,21-50,RSVQA Specialist v1,False,
29265,292,count,What is the amount of circular residential buildings?,amount-of,building,5,6,0.5516740679740906,0.50-0.74,2-5,RSVQA Specialist v1,False,
29269,292,count,What is the amount of small buildings?,amount-of,building,997,201+,0.997137188911438,0.90-1.00,201+,RSVQA Specialist v1,False,
29275,292,comp,Are there less water areas than roads?,less-than,water vs road,no,yes,0.9796196222305298,0.90-1.00,n/a,RSVQA Specialist v1,False,
29280,292,count,How many farmlands on the left of a  commercial building are there?,how-many,agriculture,9,13,0.0850701630115509,0.00-0.49,6-10,RSVQA Specialist v1,False,
29285,292,count,What is the amount of large pitchs?,amount-of,scene,4,6,0.2178703099489212,0.00-0.49,2-5,RSVQA Specialist v1,False,
29287,292,count,What is the number of farmlands?,number-of,agriculture,9,15,0.0686744675040245,0.00-0.49,6-10,RSVQA Specialist v1,False,
29289,292,presence,Is a building on the left of a  square grass area present?,present,building,no,yes,0.9064258933067322,0.90-1.00,n/a,RSVQA Specialist v1,False,
29304,292,count,What is the amount of square buildings?,amount-of,building,5,6,0.4171459376811981,0.00-0.49,2-5,RSVQA Specialist v1,False,
29305,292,count,What is the number of rectangular residential buildings?,number-of,building,404,201+,0.9960224628448486,0.90-1.00,201+,RSVQA Specialist v1,False,
29307,292,presence,Is there a rectangular residential area?,is-there,scene,no,yes,0.6639242172241211,0.50-0.74,n/a,RSVQA Specialist v1,False,
29309,292,count,How many square residential buildings are there in the image?,how-many,building,5,6,0.43587586283683777,0.00-0.49,2-5,RSVQA Specialist v1,False,
29315,293,count,What is the number of grass areas?,number-of,grassland,285,201+,0.8676088452339172,0.75-0.89,201+,RSVQA Specialist v1,False,
29316,293,count,What is the number of residential buildings?,number-of,building,5915,201+,0.9986234903335571,0.90-1.00,201+,RSVQA Specialist v1,False,
29319,293,count,How many water areas are there in the image?,how-many,water,105,201+,0.13941973447799683,0.00-0.49,101-200,RSVQA Specialist v1,False,
29321,293,count,How many roads are there?,how-many,road,895,201+,0.9941530823707581,0.90-1.00,201+,RSVQA Specialist v1,False,
29325,293,count,What is the number of commercial buildings?,number-of,building,112,201+,0.6991539597511292,0.50-0.74,101-200,RSVQA Specialist v1,False,
29326,293,count,What is the number of rectangular forests?,number-of,forest,23,28,0.1478826105594635,0.00-0.49,21-50,RSVQA Specialist v1,False,
29332,293,count,What is the amount of buildings?,amount-of,building,6353,201+,0.9980297684669495,0.90-1.00,201+,RSVQA Specialist v1,False,
29337,293,count,How many forests are there?,how-many,forest,152,201+,0.40109556913375854,0.00-0.49,101-200,RSVQA Specialist v1,False,
29339,293,count,How many small commercial buildings are there in the image?,how-many,building,92,201+,0.8342125415802002,0.75-0.89,51-100,RSVQA Specialist v1,False,
29344,293,count,What is the number of large water areas?,number-of,water,25,20,0.09320942312479019,0.00-0.49,21-50,RSVQA Specialist v1,False,
29350,293,count,How many small buildings are there in the image?,how-many,building,6261,201+,0.9978480339050293,0.90-1.00,201+,RSVQA Specialist v1,False,
29357,293,comp,Are there more parkings than roads?,more-than,road,no,yes,0.7202267646789551,0.50-0.74,n/a,RSVQA Specialist v1,False,
29359,293,count,How many rectangular commercial buildings are there?,how-many,building,50,201+,0.5465187430381775,0.50-0.74,21-50,RSVQA Specialist v1,False,
29361,293,comp,Are there less commercial buildings than large grass areas?,less-than,building vs grassland,no,yes,0.8749873638153076,0.75-0.89,n/a,RSVQA Specialist v1,False,
29366,293,count,How many small residential buildings are there in the image?,how-many,building,5846,201+,0.9983610510826111,0.90-1.00,201+,RSVQA Specialist v1,False,
29367,293,count,What is the number of medium buildings?,number-of,building,76,201+,0.1895061433315277,0.00-0.49,51-100,RSVQA Specialist v1,False,
29370,293,count,What is the number of medium commercial buildings?,number-of,building,17,19,0.08667152374982834,0.00-0.49,11-20,RSVQA Specialist v1,False,
29371,293,count,How many large orchards are there?,how-many,scene,26,11,0.09584789723157883,0.00-0.49,21-50,RSVQA Specialist v1,False,
29376,293,count,What is the amount of rectangular industrials?,amount-of,scene,1,2,0.22118225693702698,0.00-0.49,1,RSVQA Specialist v1,False,
29378,293,count,What is the number of large commercial buildings in the image?,number-of,building,112,6,0.06652002036571503,0.00-0.49,101-200,RSVQA Specialist v1,False,
29383,293,count,What is the number of rectangular grass areas?,number-of,grassland,63,28,0.08387510478496552,0.00-0.49,51-100,RSVQA Specialist v1,False,
29387,293,count,How many grass areas at the top of a  water area are there?,how-many,grassland,285,201+,0.7372416257858276,0.50-0.74,201+,RSVQA Specialist v1,False,
29396,293,count,How many parkings are there?,how-many,scene,37,17,0.08705513924360275,0.00-0.49,21-50,RSVQA Specialist v1,False,
29406,293,presence,Is there a medium farmland?,is-there,agriculture,yes,no,0.8954786658287048,0.75-0.89,n/a,RSVQA Specialist v1,False,
29408,293,count,How many rectangular water areas are there?,how-many,water,30,19,0.09231631457805634,0.00-0.49,21-50,RSVQA Specialist v1,False,
29413,294,count,What is the number of roads?,number-of,road,288,201+,0.443022221326828,0.00-0.49,201+,RSVQA Specialist v1,False,
29414,294,count,What is the number of water areas in the image?,number-of,water,25,31,0.08535627275705338,0.00-0.49,21-50,RSVQA Specialist v1,False,
29417,294,count,How many buildings are there?,how-many,building,779,201+,0.9856970310211182,0.90-1.00,201+,RSVQA Specialist v1,False,
29418,294,count,What is the number of commercial buildings?,number-of,building,150,20,0.11236830055713654,0.00-0.49,101-200,RSVQA Specialist v1,False,
29420,294,count,How many grass areas are there?,how-many,grassland,84,125,0.033217672258615494,0.00-0.49,51-100,RSVQA Specialist v1,False,
29427,294,count,How many residential buildings are there?,how-many,building,620,201+,0.9814018607139587,0.90-1.00,201+,RSVQA Specialist v1,False,
29428,294,count,What is the amount of rectangular water areas?,amount-of,water,5,3,0.22464266419410706,0.00-0.49,2-5,RSVQA Specialist v1,False,
29432,294,comp,Are there more water areas than residential areas?,more-than,water,yes,no,0.9753015637397766,0.90-1.00,n/a,RSVQA Specialist v1,False,
29436,294,count,What is the number of small buildings?,number-of,building,764,201+,0.9877354502677917,0.90-1.00,201+,RSVQA Specialist v1,False,
29444,294,count,How many residential areas are there?,how-many,scene,22,2,0.2850092649459839,0.00-0.49,21-50,RSVQA Specialist v1,False,
29448,294,presence,Is there a large building?,is-there,building,yes,no,0.9095373153686523,0.90-1.00,n/a,RSVQA Specialist v1,False,
29449,294,count,What is the number of large commercial buildings?,number-of,building,1,0,0.8418172001838684,0.75-0.89,1,RSVQA Specialist v1,False,
29450,294,comp,Are there more forests than commercial buildings at the bottom of a  farmland?,more-than,forest vs building,no,yes,0.5716500878334045,0.50-0.74,n/a,RSVQA Specialist v1,False,
29451,294,count,What is the amount of square water areas?,amount-of,water,2,3,0.26015713810920715,0.00-0.49,2-5,RSVQA Specialist v1,False,
29453,294,count,How many farmlands are there?,how-many,agriculture,6,11,0.04419184848666191,0.00-0.49,6-10,RSVQA Specialist v1,False,
29455,294,count,What is the number of medium residential buildings?,number-of,building,4,2,0.19722671806812286,0.00-0.49,2-5,RSVQA Specialist v1,False,
29458,294,count,How many forests are there?,how-many,forest,20,53,0.03228037804365158,0.00-0.49,11-20,RSVQA Specialist v1,False,
29461,294,presence,Is there a rectangular industrial?,is-there,industrial_area,no,yes,0.7921984791755676,0.75-0.89,n/a,RSVQA Specialist v1,False,
29462,294,count,What is the number of parkings?,number-of,scene,16,7,0.1377074122428894,0.00-0.49,11-20,RSVQA Specialist v1,False,
29463,294,count,What is the number of circular water areas?,number-of,water,2,3,0.28481170535087585,0.00-0.49,2-5,RSVQA Specialist v1,False,
29473,294,comp,Are there less commercial buildings than parkings?,less-than,building,no,yes,0.7682372331619263,0.75-0.89,n/a,RSVQA Specialist v1,False,
29479,294,count,How many medium commercial buildings are there?,how-many,building,9,1,0.31257784366607666,0.00-0.49,6-10,RSVQA Specialist v1,False,
29481,294,count,How many rectangular residential buildings are there?,how-many,building,326,201+,0.9659417271614075,0.90-1.00,201+,RSVQA Specialist v1,False,
29482,294,comp,Are there more forests than water areas in the image?,more-than,forest vs water,no,yes,0.992464542388916,0.90-1.00,n/a,RSVQA Specialist v1,False,
29483,294,comp,Are there less forests than commercial buildings?,less-than,forest vs building,yes,no,0.7882405519485474,0.75-0.89,n/a,RSVQA Specialist v1,False,
29487,294,count,What is the amount of small roads?,amount-of,road,288,201+,0.40670663118362427,0.00-0.49,201+,RSVQA Specialist v1,False,
29490,294,presence,Is there a square commercial building on the right of a  grass area in the image?,is-there,building,no,yes,0.6541405320167542,0.50-0.74,n/a,RSVQA Specialist v1,False,
29495,294,count,What is the amount of industrials?,amount-of,scene,15,1,0.44319289922714233,0.00-0.49,11-20,RSVQA Specialist v1,False,
29496,294,count,How many small grass areas are there?,how-many,grassland,18,19,0.059375252574682236,0.00-0.49,11-20,RSVQA Specialist v1,False,
29498,294,count,What is the amount of small commercial buildings in the image?,amount-of,building,140,20,0.07379031926393509,0.00-0.49,101-200,RSVQA Specialist v1,False,
29500,294,count,What is the number of medium buildings?,number-of,building,14,11,0.0980929285287857,0.00-0.49,11-20,RSVQA Specialist v1,False,
29503,294,count,How many square buildings are there?,how-many,building,10,201+,0.25825950503349304,0.00-0.49,6-10,RSVQA Specialist v1,False,
29504,294,count,What is the number of square residential buildings?,number-of,building,10,2,0.42716073989868164,0.00-0.49,6-10,RSVQA Specialist v1,False,
29510,294,count,What is the amount of commercials?,amount-of,scene,1,2,0.22561486065387726,0.00-0.49,1,RSVQA Specialist v1,False,
29516,295,count,What is the amount of commercial buildings?,amount-of,building,1,4,0.32591861486434937,0.00-0.49,1,RSVQA Specialist v1,False,
29517,295,count,What is the number of small forests?,number-of,forest,62,28,0.07108830660581589,0.00-0.49,51-100,RSVQA Specialist v1,False,
29518,295,count,How many roads are there?,how-many,road,212,201+,0.9882297515869141,0.90-1.00,201+,RSVQA Specialist v1,False,
29519,295,comp,Are there more commercial buildings than large roads?,more-than,building vs road,yes,no,0.8510348796844482,0.75-0.89,n/a,RSVQA Specialist v1,False,
29522,295,count,What is the number of allotmentss?,number-of,scene,80,1,0.5802204608917236,0.50-0.74,51-100,RSVQA Specialist v1,False,
29526,295,count,How many buildings are there in the image?,how-many,building,820,201+,0.9954003691673279,0.90-1.00,201+,RSVQA Specialist v1,False,
29527,295,count,How many residential buildings are there in the image?,how-many,building,777,201+,0.9931166172027588,0.90-1.00,201+,RSVQA Specialist v1,False,
29528,295,count,What is the amount of water areas?,amount-of,water,18,21,0.08706418424844742,0.00-0.49,11-20,RSVQA Specialist v1,False,
29530,295,count,How many forests are there?,how-many,forest,125,201+,0.6384347677230835,0.50-0.74,101-200,RSVQA Specialist v1,False,
29533,295,presence,Is a large allotments present?,present,scene,yes,no,0.6368489861488342,0.50-0.74,n/a,RSVQA Specialist v1,False,
29545,295,count,What is the number of medium water areas?,number-of,water,3,1,0.2908437252044678,0.00-0.49,2-5,RSVQA Specialist v1,False,
29546,295,count,What is the number of commercial buildings on the right of a  water area?,number-of,building,0,3,0.16344591975212097,0.00-0.49,0,RSVQA Specialist v1,False,
29548,295,count,How many scrubs are there?,how-many,scrub,80,20,0.14563578367233276,0.00-0.49,51-100,RSVQA Specialist v1,False,
29550,295,comp,Is the number of square allotmentss equal to the number of medium commercial buildings?,equal-to,building,yes,no,0.9004643559455872,0.90-1.00,n/a,RSVQA Specialist v1,False,
29553,295,presence,Is a small allotments present?,present,scene,yes,no,0.6367804408073425,0.50-0.74,n/a,RSVQA Specialist v1,False,
29557,295,count,What is the number of grass areas?,number-of,grassland,31,98,0.02680431492626667,0.00-0.49,21-50,RSVQA Specialist v1,False,
29562,295,count,What is the number of farmlands?,number-of,agriculture,12,9,0.09040533006191254,0.00-0.49,11-20,RSVQA Specialist v1,False,
29563,295,count,What is the number of small commercial buildings?,number-of,building,1,3,0.21130777895450592,0.00-0.49,1,RSVQA Specialist v1,False,
29568,295,count,What is the amount of square roads?,amount-of,road,497,0,0.9928770661354065,0.90-1.00,201+,RSVQA Specialist v1,False,
29575,295,count,How many large residential buildings are there?,how-many,building,1,0,0.8712924122810364,0.75-0.89,1,RSVQA Specialist v1,False,
29577,295,presence,Is a large residential building present?,present,building,yes,no,0.9817523956298828,0.90-1.00,n/a,RSVQA Specialist v1,False,
29579,295,comp,Are there less commercial buildings than water areas in the image?,less-than,building vs water,yes,no,0.5725736618041992,0.50-0.74,n/a,RSVQA Specialist v1,False,
29590,295,comp,Is the number of commercial buildings equal to the number of circular water areas?,equal-to,building vs water,yes,no,0.9970001578330994,0.90-1.00,n/a,RSVQA Specialist v1,False,
29594,295,count,What is the amount of water areas at the top of the  commercial building in the image?,amount-of,water,16,3,0.17901815474033356,0.00-0.49,11-20,RSVQA Specialist v1,False,
29595,295,count,What is the number of rectangular water areas?,number-of,water,1,3,0.19355452060699463,0.00-0.49,1,RSVQA Specialist v1,False,
29597,295,presence,Is a large building present?,present,building,yes,no,0.9793748259544373,0.90-1.00,n/a,RSVQA Specialist v1,False,
29598,295,count,What is the number of rectangular commercial buildings?,number-of,building,0,1,0.3189620077610016,0.00-0.49,0,RSVQA Specialist v1,False,
29600,295,count,What is the number of medium buildings?,number-of,building,2,0,0.5507069230079651,0.50-0.74,2-5,RSVQA Specialist v1,False,
29603,295,count,What is the number of medium grass areas?,number-of,grassland,11,23,0.05208317190408707,0.00-0.49,11-20,RSVQA Specialist v1,False,
29611,296,rural_urban,Is it a rural or an urban area,rural-or-urban,scene,urban,rural,0.8947216868400574,0.75-0.89,n/a,RSVQA Specialist v1,False,
29615,296,count,How many residential buildings are there?,how-many,building,1729,201+,0.9556190967559814,0.90-1.00,201+,RSVQA Specialist v1,False,
